,slide,TILs,Stromal,Epithelial,fold
TCGA-A2-A0YE-DX1_left-61782_top-33525_bottom-34751_right-63008.png,TCGA-A2-A0YE-DX1,0.08333333333333333,0.2916666666666667,0.625,1
TCGA-A2-A0YE-DX1_left-61800_top-33792_bottom-35018_right-63026.png,TCGA-A2-A0YE-DX1,0.40909090909090906,0.5,0.045454545454545456,1
TCGA-A2-A0YE-DX1_left-62305_top-35838_bottom-37064_right-63532.png,TCGA-A2-A0YE-DX1,0.8202247191011236,0.11235955056179775,0.0,1
TCGA-A2-A0YE-DX1_left-60766_top-36604_bottom-37831_right-61993.png,TCGA-A2-A0YE-DX1,0.33333333333333337,0.6666666666666666,0.0,1
TCGA-A2-A0YE-DX1_left-61280_top-33522_bottom-34749_right-62506.png,TCGA-A2-A0YE-DX1,0.2727272727272727,0.6363636363636364,0.045454545454545456,1
TCGA-A2-A0YE-DX1_left-60255_top-35850_bottom-37076_right-61481.png,TCGA-A2-A0YE-DX1,0.0,0.10714285714285714,0.8928571428571429,1
TCGA-A2-A0YE-DX1_left-62298_top-35573_bottom-36799_right-63525.png,TCGA-A2-A0YE-DX1,0.8289473684210527,0.11842105263157894,0.0,1
TCGA-A2-A0YE-DX1_left-61795_top-35567_bottom-36793_right-63021.png,TCGA-A2-A0YE-DX1,0.4722222222222222,0.05555555555555555,0.1527777777777778,1
TCGA-A2-A0YE-DX1_left-60763_top-34553_bottom-35779_right-61989.png,TCGA-A2-A0YE-DX1,0.0,0.2826086956521739,0.717391304347826,1
TCGA-A2-A0YE-DX1_left-60260_top-35592_bottom-36819_right-61486.png,TCGA-A2-A0YE-DX1,0.03571428571428571,0.07142857142857142,0.8928571428571429,1
TCGA-A2-A0YE-DX1_left-60000_top-34294_bottom-35520_right-61226.png,TCGA-A2-A0YE-DX1,0.0,0.9545454545454546,0.0,1
TCGA-A2-A0YE-DX1_left-59997_top-34048_bottom-35275_right-61224.png,TCGA-A2-A0YE-DX1,0.0,0.5,0.46875,1
TCGA-A2-A0YE-DX1_left-61278_top-36347_bottom-37573_right-62504.png,TCGA-A2-A0YE-DX1,0.2833333333333333,0.65,0.016666666666666666,1
TCGA-A2-A0YE-DX1_left-61027_top-34047_bottom-35274_right-62254.png,TCGA-A2-A0YE-DX1,0.723404255319149,0.1702127659574468,0.0,1
TCGA-A2-A0YE-DX1_left-61524_top-33779_bottom-35005_right-62751.png,TCGA-A2-A0YE-DX1,0.0,0.9473684210526315,0.0,1
TCGA-A2-A0YE-DX1_left-61775_top-34560_bottom-35786_right-63001.png,TCGA-A2-A0YE-DX1,0.574468085106383,0.1702127659574468,0.0,1
TCGA-A2-A0YE-DX1_left-59742_top-35315_bottom-36542_right-60969.png,TCGA-A2-A0YE-DX1,0.05555555555555555,0.2222222222222222,0.6111111111111112,1
TCGA-A2-A0YE-DX1_left-61282_top-34057_bottom-35283_right-62509.png,TCGA-A2-A0YE-DX1,0.7666666666666667,0.19999999999999998,0.0,1
TCGA-A2-A0YE-DX1_left-59747_top-34804_bottom-36031_right-60973.png,TCGA-A2-A0YE-DX1,0.045454545454545456,0.0,0.9545454545454546,1
TCGA-A2-A0YE-DX1_left-61275_top-35583_bottom-36809_right-62502.png,TCGA-A2-A0YE-DX1,0.3333333333333333,0.3472222222222222,0.0,1
TCGA-EW-A1P1-DX1_left-50600_top-40553_bottom-41789_right-51837.png,TCGA-EW-A1P1-DX1,0.0,0.7222222222222222,0.2222222222222222,1
TCGA-EW-A1P1-DX1_left-52121_top-40301_bottom-41537_right-53358.png,TCGA-EW-A1P1-DX1,0.5,0.47619047619047616,0.023809523809523808,1
TCGA-EW-A1P1-DX1_left-50844_top-40282_bottom-41518_right-52080.png,TCGA-EW-A1P1-DX1,0.0,0.13333333333333333,0.8666666666666667,1
TCGA-EW-A1P1-DX1_left-52633_top-39016_bottom-40253_right-53869.png,TCGA-EW-A1P1-DX1,0.72,0.24,0.0,1
TCGA-EW-A1P1-DX1_left-53652_top-41806_bottom-43043_right-54888.png,TCGA-EW-A1P1-DX1,0.0,0.0,1.0,1
TCGA-EW-A1P1-DX1_left-53407_top-39016_bottom-40253_right-54643.png,TCGA-EW-A1P1-DX1,0.09523809523809523,0.9047619047619048,0.0,1
TCGA-EW-A1P1-DX1_left-50602_top-39282_bottom-40518_right-51838.png,TCGA-EW-A1P1-DX1,0.0,0.3103448275862069,0.6896551724137931,1
TCGA-EW-A1P1-DX1_left-52126_top-40554_bottom-41791_right-53362.png,TCGA-EW-A1P1-DX1,0.625,0.375,0.0,1
TCGA-EW-A1P1-DX1_left-52899_top-39516_bottom-40752_right-54135.png,TCGA-EW-A1P1-DX1,0.16666666666666666,0.5833333333333334,0.0,1
TCGA-EW-A1P1-DX1_left-52631_top-41330_bottom-42566_right-53867.png,TCGA-EW-A1P1-DX1,0.4444444444444444,0.5555555555555556,0.0,1
TCGA-EW-A1P1-DX1_left-53416_top-42338_bottom-43574_right-54652.png,TCGA-EW-A1P1-DX1,0.16,0.4,0.16,1
TCGA-EW-A1P1-DX1_left-52628_top-39513_bottom-40749_right-53865.png,TCGA-EW-A1P1-DX1,0.08,0.88,0.0,1
TCGA-EW-A1P1-DX1_left-53139_top-39014_bottom-40250_right-54375.png,TCGA-EW-A1P1-DX1,0.14285714285714285,0.7142857142857143,0.0,1
TCGA-EW-A1P1-DX1_left-51855_top-39003_bottom-40239_right-53091.png,TCGA-EW-A1P1-DX1,0.2894736842105263,0.7105263157894737,0.0,1
TCGA-EW-A1P1-DX1_left-52381_top-39009_bottom-40245_right-53617.png,TCGA-EW-A1P1-DX1,0.835820895522388,0.1044776119402985,0.0,1
TCGA-EW-A1P1-DX1_left-51617_top-42347_bottom-43583_right-52853.png,TCGA-EW-A1P1-DX1,0.0,0.0,1.0,1
TCGA-EW-A1P1-DX1_left-51864_top-40280_bottom-41517_right-53100.png,TCGA-EW-A1P1-DX1,0.34615384615384615,0.6538461538461539,0.0,1
TCGA-EW-A1P1-DX1_left-53139_top-42089_bottom-43325_right-54375.png,TCGA-EW-A1P1-DX1,0.0,1.0,0.0,1
TCGA-EW-A1P1-DX1_left-52127_top-39018_bottom-40254_right-53364.png,TCGA-EW-A1P1-DX1,0.7169811320754716,0.24528301886792453,0.0,1
TCGA-EW-A1P1-DX1_left-51107_top-40550_bottom-41786_right-52344.png,TCGA-EW-A1P1-DX1,0.0,0.7894736842105263,0.0,1
TCGA-EW-A1P1-DX1_left-52890_top-39266_bottom-40503_right-54127.png,TCGA-EW-A1P1-DX1,0.15789473684210525,0.7368421052631579,0.0,1
TCGA-EW-A1P1-DX1_left-52899_top-41311_bottom-42548_right-54135.png,TCGA-EW-A1P1-DX1,0.23529411764705882,0.7647058823529411,0.0,1
TCGA-EW-A1P1-DX1_left-52631_top-39785_bottom-41022_right-53867.png,TCGA-EW-A1P1-DX1,0.5,0.47058823529411764,0.0,1
TCGA-EW-A1P1-DX1_left-51364_top-40274_bottom-41511_right-52601.png,TCGA-EW-A1P1-DX1,0.0,0.7647058823529411,0.17647058823529413,1
TCGA-EW-A1P1-DX1_left-51360_top-40556_bottom-41792_right-52596.png,TCGA-EW-A1P1-DX1,0.0,1.0,0.0,1
TCGA-EW-A1P1-DX1_left-51867_top-40806_bottom-42042_right-53103.png,TCGA-EW-A1P1-DX1,0.4883720930232558,0.46511627906976744,0.0,1
TCGA-EW-A1P1-DX1_left-52888_top-39788_bottom-41024_right-54124.png,TCGA-EW-A1P1-DX1,0.05263157894736842,0.8947368421052632,0.0,1
TCGA-EW-A1P1-DX1_left-52377_top-41566_bottom-42802_right-53614.png,TCGA-EW-A1P1-DX1,0.14285714285714285,0.7857142857142857,0.0,1
TCGA-BH-A1EW-DX1_left-70347_top-44518_bottom-45744_right-71574.png,TCGA-BH-A1EW-DX1,0.0,0.3333333333333333,0.6666666666666666,1
TCGA-BH-A1EW-DX1_left-67282_top-42738_bottom-43964_right-68509.png,TCGA-BH-A1EW-DX1,0.0,0.13636363636363635,0.5,1
TCGA-BH-A1EW-DX1_left-67532_top-42991_bottom-44217_right-68759.png,TCGA-BH-A1EW-DX1,0.0,0.0,0.43333333333333335,1
TCGA-BH-A1EW-DX1_left-66779_top-43763_bottom-44990_right-68006.png,TCGA-BH-A1EW-DX1,0.0,0.04,0.84,1
TCGA-BH-A1EW-DX1_left-67762_top-43519_bottom-44745_right-68989.png,TCGA-BH-A1EW-DX1,0.0,0.0,1.0,1
TCGA-BH-A1EW-DX1_left-70862_top-43247_bottom-44473_right-72089.png,TCGA-BH-A1EW-DX1,0.034482758620689655,0.1724137931034483,0.7241379310344828,1
TCGA-D8-A142-DX1_left-68814_top-46471_bottom-47709_right-70053.png,TCGA-D8-A142-DX1,0.0,0.3333333333333333,0.5333333333333333,4
TCGA-D8-A142-DX1_left-63943_top-46486_bottom-47725_right-65182.png,TCGA-D8-A142-DX1,0.0,0.0,0.8461538461538461,4
TCGA-D8-A142-DX1_left-69578_top-45960_bottom-47199_right-70817.png,TCGA-D8-A142-DX1,0.2608695652173913,0.43478260869565216,0.0,4
TCGA-D8-A142-DX1_left-64999_top-44950_bottom-46189_right-66238.png,TCGA-D8-A142-DX1,0.0,0.1111111111111111,0.7777777777777778,4
TCGA-D8-A142-DX1_left-68566_top-49286_bottom-50525_right-69805.png,TCGA-D8-A142-DX1,0.0,0.7,0.05,4
TCGA-D8-A142-DX1_left-68066_top-44190_bottom-45429_right-69305.png,TCGA-D8-A142-DX1,0.4444444444444444,0.5185185185185185,0.0,4
TCGA-D8-A142-DX1_left-68826_top-41862_bottom-43100_right-70065.png,TCGA-D8-A142-DX1,0.47368421052631576,0.2631578947368421,0.05263157894736842,4
TCGA-D8-A142-DX1_left-70620_top-44171_bottom-45410_right-71859.png,TCGA-D8-A142-DX1,0.9642857142857143,0.03571428571428571,0.0,4
TCGA-D8-A142-DX1_left-68314_top-44681_bottom-45920_right-69553.png,TCGA-D8-A142-DX1,0.78125,0.125,0.0625,4
TCGA-D8-A142-DX1_left-69843_top-44421_bottom-45660_right-71082.png,TCGA-D8-A142-DX1,0.7678571428571429,0.07142857142857142,0.0,4
TCGA-D8-A142-DX1_left-68565_top-45709_bottom-46947_right-69803.png,TCGA-D8-A142-DX1,0.0,0.07142857142857142,0.9285714285714286,4
TCGA-D8-A142-DX1_left-67794_top-44169_bottom-45407_right-69033.png,TCGA-D8-A142-DX1,0.0,0.9444444444444444,0.0,4
TCGA-D8-A142-DX1_left-68056_top-44952_bottom-46191_right-69295.png,TCGA-D8-A142-DX1,0.5925925925925926,0.1111111111111111,0.14814814814814814,4
TCGA-D8-A142-DX1_left-69847_top-47761_bottom-49000_right-71086.png,TCGA-D8-A142-DX1,0.3333333333333333,0.3333333333333333,0.0,4
TCGA-D8-A142-DX1_left-68318_top-43929_bottom-45168_right-69557.png,TCGA-D8-A142-DX1,0.21052631578947367,0.6842105263157895,0.0,4
TCGA-D8-A142-DX1_left-69082_top-42133_bottom-43371_right-70321.png,TCGA-D8-A142-DX1,0.6363636363636364,0.3181818181818182,0.0,4
TCGA-D8-A142-DX1_left-67794_top-44429_bottom-45667_right-69033.png,TCGA-D8-A142-DX1,0.5384615384615384,0.38461538461538464,0.0,4
TCGA-D8-A142-DX1_left-67798_top-46234_bottom-47472_right-69036.png,TCGA-D8-A142-DX1,0.0,0.0,0.8571428571428571,4
TCGA-D8-A142-DX1_left-69854_top-47236_bottom-48475_right-71093.png,TCGA-D8-A142-DX1,0.6923076923076923,0.23076923076923078,0.0,4
TCGA-D8-A142-DX1_left-70357_top-44172_bottom-45411_right-71596.png,TCGA-D8-A142-DX1,0.9420289855072463,0.028985507246376812,0.0,4
TCGA-D8-A142-DX1_left-63717_top-45715_bottom-46953_right-64956.png,TCGA-D8-A142-DX1,0.0,0.0,0.75,4
TCGA-D8-A142-DX1_left-69071_top-45947_bottom-47186_right-70310.png,TCGA-D8-A142-DX1,0.0,0.0,0.8,4
TCGA-D8-A142-DX1_left-69070_top-46461_bottom-47700_right-70309.png,TCGA-D8-A142-DX1,0.1111111111111111,0.1111111111111111,0.7777777777777778,4
TCGA-D8-A142-DX1_left-68827_top-42387_bottom-43625_right-70066.png,TCGA-D8-A142-DX1,0.7358490566037735,0.1509433962264151,0.0,4
TCGA-D8-A142-DX1_left-68584_top-42644_bottom-43883_right-69823.png,TCGA-D8-A142-DX1,0.8235294117647058,0.14705882352941177,0.0,4
TCGA-D8-A142-DX1_left-69074_top-42637_bottom-43876_right-70313.png,TCGA-D8-A142-DX1,0.8888888888888888,0.06349206349206349,0.0,4
TCGA-D8-A142-DX1_left-65511_top-45973_bottom-47212_right-66750.png,TCGA-D8-A142-DX1,0.0,0.0,0.8888888888888888,4
TCGA-D8-A142-DX1_left-69075_top-48774_bottom-50013_right-70314.png,TCGA-D8-A142-DX1,0.0,0.8571428571428571,0.0,4
TCGA-D8-A142-DX1_left-70357_top-46990_bottom-48228_right-71596.png,TCGA-D8-A142-DX1,0.058823529411764705,0.8235294117647058,0.0,4
TCGA-D8-A142-DX1_left-68826_top-42126_bottom-43365_right-70065.png,TCGA-D8-A142-DX1,0.6,0.2,0.0,4
TCGA-D8-A142-DX1_left-67556_top-48262_bottom-49501_right-68794.png,TCGA-D8-A142-DX1,0.0,0.0,1.0,4
TCGA-D8-A142-DX1_left-64228_top-47244_bottom-48482_right-65466.png,TCGA-D8-A142-DX1,0.0,0.18181818181818182,0.45454545454545453,4
TCGA-D8-A142-DX1_left-70109_top-44934_bottom-46173_right-71348.png,TCGA-D8-A142-DX1,0.7037037037037037,0.2962962962962963,0.0,4
TCGA-D8-A142-DX1_left-68319_top-44939_bottom-46178_right-69558.png,TCGA-D8-A142-DX1,0.6956521739130435,0.13043478260869565,0.0,4
TCGA-D8-A142-DX1_left-66771_top-45725_bottom-46964_right-68009.png,TCGA-D8-A142-DX1,0.09090909090909091,0.0,0.8181818181818182,4
TCGA-D8-A142-DX1_left-70362_top-44688_bottom-45926_right-71601.png,TCGA-D8-A142-DX1,0.8703703703703703,0.1111111111111111,0.0,4
TCGA-D8-A142-DX1_left-69848_top-44685_bottom-45924_right-71087.png,TCGA-D8-A142-DX1,0.9206349206349207,0.07936507936507936,0.0,4
TCGA-D8-A142-DX1_left-67064_top-45732_bottom-46970_right-68303.png,TCGA-D8-A142-DX1,0.07142857142857142,0.0,0.7857142857142857,4
TCGA-D8-A142-DX1_left-70362_top-44431_bottom-45670_right-71601.png,TCGA-D8-A142-DX1,0.8787878787878788,0.015151515151515152,0.0,4
TCGA-D8-A142-DX1_left-69858_top-48025_bottom-49264_right-71097.png,TCGA-D8-A142-DX1,0.0,1.0,0.0,4
TCGA-D8-A142-DX1_left-68050_top-44673_bottom-45912_right-69289.png,TCGA-D8-A142-DX1,0.6666666666666666,0.24242424242424243,0.0,4
TCGA-BH-A0E0-DX1_left-19467_top-44301_bottom-45538_right-20703.png,TCGA-BH-A0E0-DX1,0.0,0.0,1.0,2
TCGA-BH-A0E0-DX1_left-17935_top-47357_bottom-48593_right-19171.png,TCGA-BH-A0E0-DX1,0.7941176470588235,0.14705882352941177,0.0,2
TCGA-BH-A0E0-DX1_left-19469_top-46845_bottom-48081_right-20705.png,TCGA-BH-A0E0-DX1,0.0,0.125,0.875,2
TCGA-BH-A0E0-DX1_left-19720_top-46849_bottom-48085_right-20957.png,TCGA-BH-A0E0-DX1,0.0,0.21052631578947367,0.7894736842105263,2
TCGA-BH-A0E0-DX1_left-19462_top-45301_bottom-46537_right-20698.png,TCGA-BH-A0E0-DX1,0.0,0.0,0.9333333333333333,2
TCGA-BH-A0E0-DX1_left-19724_top-45571_bottom-46808_right-20960.png,TCGA-BH-A0E0-DX1,0.0,0.0,1.0,2
TCGA-BH-A0E0-DX1_left-19217_top-44304_bottom-45540_right-20453.png,TCGA-BH-A0E0-DX1,0.0,0.0,1.0,2
TCGA-OL-A66P-DX1_left-35994_top-23854_bottom-25723_right-37863.png,TCGA-OL-A66P-DX1,0.375,0.4166666666666667,0.0,4
TCGA-OL-A66P-DX1_left-34711_top-25646_bottom-27515_right-36580.png,TCGA-OL-A66P-DX1,0.5,0.4642857142857143,0.0,4
TCGA-OL-A66P-DX1_left-33939_top-20527_bottom-22396_right-35808.png,TCGA-OL-A66P-DX1,0.0,0.0,0.7272727272727273,4
TCGA-OL-A66P-DX1_left-34968_top-23352_bottom-25221_right-36837.png,TCGA-OL-A66P-DX1,0.15384615384615385,0.46153846153846156,0.3076923076923077,4
TCGA-OL-A66P-DX1_left-34729_top-20780_bottom-22649_right-36598.png,TCGA-OL-A66P-DX1,0.3888888888888889,0.0,0.6111111111111112,4
TCGA-OL-A66P-DX1_left-30612_top-24885_bottom-26754_right-32481.png,TCGA-OL-A66P-DX1,0.2222222222222222,0.7222222222222222,0.0,4
TCGA-OL-A66P-DX1_left-36764_top-24115_bottom-25984_right-38633.png,TCGA-OL-A66P-DX1,0.0,0.782608695652174,0.0,4
TCGA-OL-A66P-DX1_left-35720_top-23850_bottom-25719_right-37589.png,TCGA-OL-A66P-DX1,0.2413793103448276,0.5862068965517242,0.0,4
TCGA-OL-A66P-DX1_left-35452_top-20527_bottom-22396_right-37321.png,TCGA-OL-A66P-DX1,0.0,0.0,0.875,4
TCGA-OL-A66P-DX1_left-32148_top-23584_bottom-25453_right-34017.png,TCGA-OL-A66P-DX1,0.5714285714285714,0.42857142857142855,0.0,4
TCGA-OL-A66P-DX1_left-32397_top-25360_bottom-27229_right-34266.png,TCGA-OL-A66P-DX1,0.0,0.0,0.9230769230769231,4
TCGA-OL-A66P-DX1_left-34446_top-22582_bottom-24451_right-36315.png,TCGA-OL-A66P-DX1,0.09090909090909091,0.7727272727272727,0.0,4
TCGA-OL-A66P-DX1_left-36498_top-24108_bottom-25977_right-38367.png,TCGA-OL-A66P-DX1,0.0,0.6,0.0,4
TCGA-OL-A66P-DX1_left-33169_top-21551_bottom-23420_right-35038.png,TCGA-OL-A66P-DX1,0.0,0.2857142857142857,0.5714285714285714,4
TCGA-OL-A66P-DX1_left-34713_top-24867_bottom-26736_right-36582.png,TCGA-OL-A66P-DX1,0.0,0.0,0.9230769230769231,4
TCGA-OL-A66P-DX1_left-34476_top-25152_bottom-27021_right-36345.png,TCGA-OL-A66P-DX1,0.0,0.0,0.9230769230769231,4
TCGA-OL-A66P-DX1_left-33693_top-23352_bottom-25221_right-35562.png,TCGA-OL-A66P-DX1,0.4444444444444444,0.5555555555555556,0.0,4
TCGA-OL-A66P-DX1_left-34957_top-24621_bottom-26490_right-36826.png,TCGA-OL-A66P-DX1,0.0,0.0,0.9230769230769231,4
TCGA-OL-A66P-DX1_left-34434_top-24882_bottom-26751_right-36303.png,TCGA-OL-A66P-DX1,0.0,0.0,0.9166666666666666,4
TCGA-OL-A66P-DX1_left-34450_top-20777_bottom-22646_right-36319.png,TCGA-OL-A66P-DX1,0.19047619047619047,0.8095238095238095,0.0,4
TCGA-OL-A66P-DX1_left-35744_top-23327_bottom-25196_right-37613.png,TCGA-OL-A66P-DX1,0.15,0.7,0.0,4
TCGA-OL-A66P-DX1_left-30858_top-25373_bottom-27242_right-32727.png,TCGA-OL-A66P-DX1,0.0,0.9,0.0,4
TCGA-OL-A66P-DX1_left-37527_top-22315_bottom-24184_right-39396.png,TCGA-OL-A66P-DX1,0.18181818181818182,0.8181818181818182,0.0,4
TCGA-OL-A66P-DX1_left-34200_top-25891_bottom-27760_right-36069.png,TCGA-OL-A66P-DX1,0.41666666666666663,0.2916666666666667,0.0,4
TCGA-OL-A66P-DX1_left-37261_top-21813_bottom-23682_right-39130.png,TCGA-OL-A66P-DX1,0.125,0.875,0.0,4
TCGA-OL-A66P-DX1_left-35472_top-23363_bottom-25232_right-37341.png,TCGA-OL-A66P-DX1,0.2727272727272727,0.7272727272727273,0.0,4
TCGA-OL-A66P-DX1_left-36001_top-25400_bottom-27269_right-37870.png,TCGA-OL-A66P-DX1,0.045454545454545456,0.8636363636363636,0.0,4
TCGA-OL-A66P-DX1_left-36514_top-24372_bottom-26241_right-38383.png,TCGA-OL-A66P-DX1,0.3333333333333333,0.5555555555555556,0.0,4
TCGA-OL-A66P-DX1_left-31867_top-23571_bottom-25440_right-33736.png,TCGA-OL-A66P-DX1,0.1875,0.5,0.25,4
TCGA-OL-A66P-DX1_left-30372_top-22069_bottom-23938_right-32241.png,TCGA-OL-A66P-DX1,0.0,0.0,1.0,4
TCGA-OL-A66P-DX1_left-37540_top-22578_bottom-24447_right-39409.png,TCGA-OL-A66P-DX1,0.14285714285714285,0.5714285714285714,0.0,4
TCGA-OL-A66P-DX1_left-35215_top-20793_bottom-22662_right-37084.png,TCGA-OL-A66P-DX1,0.47368421052631576,0.21052631578947367,0.0,4
TCGA-OL-A66P-DX1_left-30608_top-24617_bottom-26486_right-32477.png,TCGA-OL-A66P-DX1,0.3333333333333333,0.3333333333333333,0.0,4
TCGA-OL-A66P-DX1_left-34956_top-20508_bottom-22377_right-36825.png,TCGA-OL-A66P-DX1,0.0,0.0,0.8181818181818182,4
TCGA-OL-A66P-DX1_left-36487_top-25141_bottom-27010_right-38356.png,TCGA-OL-A66P-DX1,0.15789473684210525,0.736842105263158,0.0,4
TCGA-OL-A66P-DX1_left-35224_top-23854_bottom-25723_right-37093.png,TCGA-OL-A66P-DX1,0.6086956521739131,0.2608695652173913,0.0,4
TCGA-OL-A66P-DX1_left-31130_top-24099_bottom-25968_right-32999.png,TCGA-OL-A66P-DX1,0.38461538461538464,0.5384615384615384,0.0,4
TCGA-OL-A66P-DX1_left-31630_top-25126_bottom-26995_right-33499.png,TCGA-OL-A66P-DX1,0.47058823529411764,0.1764705882352941,0.0,4
TCGA-OL-A66P-DX1_left-31385_top-25657_bottom-27526_right-33254.png,TCGA-OL-A66P-DX1,0.23076923076923078,0.3076923076923077,0.46153846153846156,4
TCGA-OL-A66P-DX1_left-32669_top-25405_bottom-27274_right-34538.png,TCGA-OL-A66P-DX1,0.0,0.0,0.9166666666666666,4
TCGA-OL-A66P-DX1_left-31641_top-25878_bottom-27747_right-33510.png,TCGA-OL-A66P-DX1,0.0,0.0,1.0,4
TCGA-OL-A66P-DX1_left-32674_top-22040_bottom-23909_right-34543.png,TCGA-OL-A66P-DX1,0.0,0.0,0.8,4
TCGA-OL-A66P-DX1_left-33437_top-25641_bottom-27510_right-35306.png,TCGA-OL-A66P-DX1,0.4666666666666667,0.06666666666666667,0.26666666666666666,4
TCGA-OL-A66P-DX1_left-36250_top-23089_bottom-24958_right-38119.png,TCGA-OL-A66P-DX1,0.10714285714285714,0.75,0.0,4
TCGA-OL-A66P-DX1_left-33433_top-22062_bottom-23931_right-35302.png,TCGA-OL-A66P-DX1,0.36363636363636365,0.5,0.0,4
TCGA-OL-A66P-DX1_left-30882_top-24372_bottom-26241_right-32751.png,TCGA-OL-A66P-DX1,0.5,0.14285714285714285,0.0,4
